radius,mean_magnitude
3.8649741266921827,6474.207959423257
11.594922380076548,2545.1907745001663
19.324870633460915,1027.0939819268024
27.05481888684528,697.4784459397147
34.78476714022965,799.9956567912451
42.51471539361401,657.5660085309761
50.244663646998376,428.6502040224181
57.97461190038274,399.24238533225224
65.7045601537671,346.046917464555
73.43450840715147,306.203101973965
81.16445666053585,285.9772640596874
88.8944049139202,255.34458451125417
96.62435316730458,249.67654698816557
104.35430142068893,258.90369302969384
112.0842496740733,247.0277971238316
119.81419792745766,241.13888760364767
127.54414618084203,225.89221250647938
135.2740944342264,243.06799519805583
143.00404268761076,239.09003137131947
150.7339909409951,212.1537511319362
158.4639391943795,200.02839218237585
166.19388744776387,175.35696013603956
173.92383570114822,146.14495830363165
181.65378395453257,136.54207890771536
189.38373220791695,117.89172546951683
197.11368046130133,106.00517400534328
204.84362871468568,110.09104097829044
212.57357696807003,102.39769418622645
220.3035252214544,98.42412706940472
228.0334734748388,91.90625075944635
235.76342172822314,85.14721786593985
243.4933699816075,75.82906388750744
251.2233182349919,72.60490838799716
258.95326648837624,67.63453659856908
266.6832147417606,64.2193647607778
274.41316299514494,59.675433585083276
282.14311124852935,54.27918121627625
289.8730595019137,49.30745401199408
297.60300775529805,48.51548206076319
305.33295600868246,49.918976214770716
313.0629042620668,43.71014178014016
320.79285251545116,43.5608138232303
328.5228007688355,42.806973420485356
336.25274902221986,39.996118221720266
343.98269727560427,37.13176847923878
351.7126455289886,39.104242122450955
359.44259378237297,39.20621158210022
367.1725420357574,37.65314413599938
374.9024902891417,37.593204438454386
382.6324385425261,36.353158308981634
390.3623867959104,36.790734855882604
398.09233504929483,34.25593608744478
405.8222833026792,32.43629345957961
413.55223155606353,31.959068130563324
421.28217980944794,32.0116564051572
429.0121280628323,32.174426970881285
436.74207631621664,30.742360125092684
444.472024569601,29.377672449694618
452.20197282298534,27.243235195050772
459.93192107636975,26.938760250280886
467.6618693297541,26.49156492252972
475.39181758313845,25.359468442946138
483.12176583652285,24.733415942973092
490.8517140899072,24.32478713831298
498.58166234329155,23.914620852667387
506.3116105966759,22.79326794318706
514.0415588500603,19.575956510088695
521.7715071034447,17.928599719579072
529.501455356829,17.069603949298838
537.2314036102134,16.110534226279864
544.9613518635977,14.697961836712148
552.6913001169821,14.381199627049732
560.4212483703666,14.062507860201118
568.1511966237508,13.947420120595241
575.8811448771353,13.260493553163688
583.6110931305195,11.326519094383565
591.341041383904,10.047124049407058
599.0709896372882,9.631871899396042
606.8009378906727,9.327493463180645
614.530886144057,9.064377192887104
622.2608343974414,8.833294762636005
629.9907826508258,8.711438278407343
637.7207309042101,8.64069386936313
645.4506791575945,8.823310258153573
653.1806274109788,8.839661771973134
660.9105756643633,8.702924863963943
668.6405239177476,8.85400205893552
676.370472171132,8.676486794122408
684.1004204245164,8.563094633236046
691.8303686779007,8.445546001589307
699.5603169312851,8.37842188341837
707.2902651846694,8.291423940391356
715.0202134380538,8.370756941773225
722.750161691438,8.46066211892021
730.4801099448225,8.632089310479332
738.210058198207,8.658624938207973
745.9400064515912,9.806734113179967
753.6699547049757,9.828823314888853
761.3999029583599,9.48640322174179
769.1298512117444,9.956766222337315
