state,to_move,layer,P(X wins),P(O wins),P(draws)
OX.O...XX,O,5,0.5000000000,0.5000000000,0.0000000000
OX.O...X.,X,4,0.5833333333,0.4166666667,0.0000000000
OX..OO.XX,X,6,0.5000000000,0.1666666667,0.3333333333
OX..O.OXX,X,6,0.0000000000,0.6666666667,0.3333333333
OX..O..XX,O,5,0.4166666667,0.4166666667,0.1666666667
OX..O..X.,X,4,0.2333333333,0.6666666667,0.1000000000
OX...OOXX,X,6,0.5000000000,0.1666666667,0.3333333333
OX...O.XX,O,5,0.6666666667,0.1666666667,0.1666666667
OX...O.X.,X,4,0.6666666667,0.2333333333,0.1000000000
OX....OXX,O,5,0.2500000000,0.5833333333,0.1666666667
OX....OX.,X,4,0.4500000000,0.4500000000,0.1000000000
OX.....XO,X,4,0.5333333333,0.4666666667,0.0000000000
OX.....X.,O,3,0.5333333333,0.4166666667,0.0500000000
OXO.....X,X,4,0.5333333333,0.1666666667,0.3000000000
OX.O....X,X,4,0.5000000000,0.4000000000,0.1000000000
OX..O...X,X,4,0.4666666667,0.2333333333,0.3000000000
OX...O..X,X,4,0.4666666667,0.1333333333,0.4000000000
OX....O.X,X,4,0.3666666667,0.4333333333,0.2000000000
OX.....OX,X,4,0.4333333333,0.0666666667,0.5000000000
OX......X,O,3,0.4611111111,0.2388888889,0.3000000000
OX.......,X,2,0.5000000000,0.3285714286,0.1714285714
.XOXOXO..,X,6,0.0000000000,1.0000000000,0.0000000000
.XOXOXXOO,X,8,1.0000000000,0.0000000000,0.0000000000
.XOXOXXO.,O,7,0.5000000000,0.0000000000,0.5000000000
.XOXOXOOX,X,8,0.0000000000,1.0000000000,0.0000000000
.XOXOX.OX,O,7,0.0000000000,0.5000000000,0.5000000000
.XOXOX.O.,X,6,0.3333333333,0.3333333333,0.3333333333
.XOXOXX.O,O,7,0.5000000000,0.5000000000,0.0000000000
.XOXOXOXO,X,8,0.0000000000,1.0000000000,0.0000000000
.XOXOX.XO,O,7,0.0000000000,1.0000000000,0.0000000000
.XOXOX..O,X,6,0.3333333333,0.6666666667,0.0000000000
.XOXOX...,O,5,0.1666666667,0.6666666667,0.1666666667
.XOXOOXXO,X,8,0.0000000000,1.0000000000,0.0000000000
.XOXOOXX.,O,7,0.5000000000,0.5000000000,0.0000000000
.XOXOOXOX,X,8,1.0000000000,0.0000000000,0.0000000000
.XOXOOX.X,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXOOX..,X,6,0.8333333333,0.1666666667,0.0000000000
.XOXO.XOX,O,7,0.5000000000,0.0000000000,0.5000000000
.XOXO.XO.,X,6,0.6666666667,0.0000000000,0.3333333333
.XOXO.XXO,O,7,0.0000000000,1.0000000000,0.0000000000
.XOXO.X.O,X,6,0.5000000000,0.5000000000,0.0000000000
.XOXO.X..,O,5,0.5833333333,0.2500000000,0.1666666667
.XOXOOOXX,X,8,0.0000000000,1.0000000000,0.0000000000
.XOXOO.XX,O,7,0.5000000000,0.5000000000,0.0000000000
.XOXOO.X.,X,6,0.3333333333,0.6666666667,0.0000000000
.XOXO.OX.,X,6,0.0000000000,1.0000000000,0.0000000000
.XOXO..XO,X,6,0.0000000000,1.0000000000,0.0000000000
.XOXO..X.,O,5,0.1666666667,0.8333333333,0.0000000000
.XOXOO..X,X,6,0.6666666667,0.3333333333,0.0000000000
.XOXO.O.X,X,6,0.0000000000,1.0000000000,0.0000000000
.XOXO..OX,X,6,0.3333333333,0.3333333333,0.3333333333
.XOXO...X,O,5,0.3333333333,0.5000000000,0.1666666667
.XOXO....,X,4,0.3333333333,0.5666666667,0.1000000000
.XOXXOOX.,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXXOOOX,X,8,1.0000000000,0.0000000000,0.0000000000
.XOXXOO.X,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXXOO..,X,6,0.8333333333,0.1666666667,0.0000000000
.XOXXOXOO,X,8,0.0000000000,1.0000000000,0.0000000000
.XOXXOXO.,O,7,0.0000000000,0.5000000000,0.5000000000
.XOXXO.OX,O,7,0.5000000000,0.0000000000,0.5000000000
.XOXXO.O.,X,6,0.3333333333,0.3333333333,0.3333333333
.XOXXO..O,X,6,0.0000000000,1.0000000000,0.0000000000
.XOXXO...,O,5,0.4166666667,0.4166666667,0.1666666667
.XOX.OXOX,O,7,0.5000000000,0.0000000000,0.5000000000
.XOX.OXO.,X,6,0.5000000000,0.1666666667,0.3333333333
.XOX.OX.O,X,6,0.0000000000,1.0000000000,0.0000000000
.XOX.OX..,O,5,0.4166666667,0.4166666667,0.1666666667
.XOX.OOXX,O,7,0.5000000000,0.5000000000,0.0000000000
.XOX.OOX.,X,6,0.5000000000,0.5000000000,0.0000000000
.XOX.O.XO,X,6,0.0000000000,1.0000000000,0.0000000000
.XOX.O.X.,O,5,0.4166666667,0.5833333333,0.0000000000
.XOX.OO.X,X,6,0.6666666667,0.3333333333,0.0000000000
.XOX.O.OX,X,6,0.6666666667,0.0000000000,0.3333333333
.XOX.O..X,O,5,0.6666666667,0.1666666667,0.1666666667
.XOX.O...,X,4,0.4666666667,0.4333333333,0.1000000000
.XOXXXOO.,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXX.OOX,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXX.OO.,X,6,0.8333333333,0.1666666667,0.0000000000
.XOXXXO.O,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXX.OXO,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXX.O.O,X,6,0.6666666667,0.3333333333,0.0000000000
.XOXX.O..,O,5,0.8333333333,0.1666666667,0.0000000000
.XOX.XOOX,O,7,0.5000000000,0.5000000000,0.0000000000
.XOX.XOO.,X,6,0.5000000000,0.5000000000,0.0000000000
.XOX.XOXO,O,7,0.5000000000,0.5000000000,0.0000000000
.XOX.XO.O,X,6,0.5000000000,0.5000000000,0.0000000000
.XOX.XO..,O,5,0.4166666667,0.5833333333,0.0000000000
.XOX..OXO,X,6,0.5000000000,0.5000000000,0.0000000000
.XOX..OX.,O,5,0.4166666667,0.5833333333,0.0000000000
.XOX..OOX,X,6,0.6666666667,0.3333333333,0.0000000000
.XOX..O.X,O,5,0.5000000000,0.5000000000,0.0000000000
.XOX..O..,X,4,0.4666666667,0.5333333333,0.0000000000
.XOXXX.OO,O,7,1.0000000000,0.0000000000,0.0000000000
.XOXX.XOO,O,7,0.5000000000,0.5000000000,0.0000000000
.XOXX..OO,X,6,0.5000000000,0.5000000000,0.0000000000
.XOXX..O.,O,5,0.5833333333,0.2500000000,0.1666666667
.XOX.XXOO,O,7,1.0000000000,0.0000000000,0.0000000000
.XOX.X.OO,X,6,0.8333333333,0.1666666667,0.0000000000
.XOX.X.O.,O,5,0.5833333333,0.2500000000,0.1666666667
.XOX..XOO,X,6,0.8333333333,0.1666666667,0.0000000000
.XOX..XO.,O,5,0.5833333333,0.0833333333,0.3333333333
.XOX...OX,O,5,0.5000000000,0.1666666667,0.3333333333
.XOX...O.,X,4,0.5666666667,0.2333333333,0.2000000000
.XOXX...O,O,5,0.5000000000,0.5000000000,0.0000000000
.XOX.X..O,O,5,0.5833333333,0.4166666667,0.0000000000
.XOX..X.O,O,5,0.4166666667,0.5833333333,0.0000000000
.XOX...XO,O,5,0.2500000000,0.7500000000,0.0000000000
.XOX....O,X,4,0.4000000000,0.6000000000,0.0000000000
.XOX.....,O,3,0.4611111111,0.4388888889,0.1000000000
.XOOXXOX.,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOXXOOX,X,8,1.0000000000,0.0000000000,0.0000000000
.XOOXXO.X,O,7,0.5000000000,0.5000000000,0.0000000000
.XOOXXO..,X,6,0.8333333333,0.1666666667,0.0000000000
.XOOXXXOO,X,8,0.0000000000,0.0000000000,1.0000000000
.XOOXXXO.,O,7,0.0000000000,0.0000000000,1.0000000000
.XOOXX.OX,O,7,0.5000000000,0.0000000000,0.5000000000
.XOOXX.O.,X,6,0.3333333333,0.0000000000,0.6666666667
.XOOXXX.O,O,7,0.5000000000,0.0000000000,0.5000000000
.XOOXX.XO,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOXX..O,X,6,0.6666666667,0.0000000000,0.3333333333
.XOOXX...,O,5,0.5833333333,0.0833333333,0.3333333333
.XOOXOXX.,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOXOXOX,X,8,1.0000000000,0.0000000000,0.0000000000
.XOOXOX.X,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOXOX..,X,6,0.8333333333,0.1666666667,0.0000000000
.XOOX.XOX,O,7,0.5000000000,0.0000000000,0.5000000000
.XOOX.XO.,X,6,0.3333333333,0.0000000000,0.6666666667
.XOOX.XXO,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOX.X.O,X,6,0.5000000000,0.1666666667,0.3333333333
.XOOX.X..,O,5,0.5833333333,0.0833333333,0.3333333333
.XOOX..X.,O,5,1.0000000000,0.0000000000,0.0000000000
.XOOXO.XX,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOXO..X,X,6,1.0000000000,0.0000000000,0.0000000000
.XOOX.OXX,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOX.O.X,X,6,0.8333333333,0.1666666667,0.0000000000
.XOOX..OX,X,6,0.6666666667,0.0000000000,0.3333333333
.XOOX...X,O,5,0.7500000000,0.0833333333,0.1666666667
.XOOX....,X,4,0.7333333333,0.0666666667,0.2000000000
.XO.XOXOX,O,7,0.5000000000,0.0000000000,0.5000000000
.XO.XOXO.,X,6,0.3333333333,0.3333333333,0.3333333333
.XO.XOX.O,X,6,0.0000000000,1.0000000000,0.0000000000
.XO.XOX..,O,5,0.4166666667,0.4166666667,0.1666666667
.XO.XO.X.,O,5,1.0000000000,0.0000000000,0.0000000000
.XO.XOOXX,O,7,1.0000000000,0.0000000000,0.0000000000
.XO.XOO.X,X,6,1.0000000000,0.0000000000,0.0000000000
.XO.XO.OX,X,6,0.6666666667,0.0000000000,0.3333333333
.XO.XO..X,O,5,0.8333333333,0.0000000000,0.1666666667
.XO.XO...,X,4,0.6500000000,0.2500000000,0.1000000000
.XO.XXOOX,O,7,1.0000000000,0.0000000000,0.0000000000
.XO.XXOO.,X,6,0.8333333333,0.1666666667,0.0000000000
.XO.XXOXO,O,7,1.0000000000,0.0000000000,0.0000000000
.XO.XXO.O,X,6,0.8333333333,0.1666666667,0.0000000000
.XO.XXO..,O,5,0.8333333333,0.1666666667,0.0000000000
.XO.X.OX.,O,5,1.0000000000,0.0000000000,0.0000000000
.XO.X.OOX,X,6,1.0000000000,0.0000000000,0.0000000000
.XO.X.O.X,O,5,0.9166666667,0.0833333333,0.0000000000
.XO.X.O..,X,4,0.8666666667,0.1333333333,0.0000000000
.XO.XXXOO,O,7,0.5000000000,0.0000000000,0.5000000000
.XO.XX.OO,X,6,0.5000000000,0.1666666667,0.3333333333
.XO.XX.O.,O,5,0.5833333333,0.0833333333,0.3333333333
.XO.X.XOO,X,6,0.3333333333,0.3333333333,0.3333333333
.XO.X.XO.,O,5,0.3333333333,0.1666666667,0.5000000000
.XO.X..OX,O,5,0.6666666667,0.0000000000,0.3333333333
.XO.X..O.,X,4,0.5333333333,0.1666666667,0.3000000000
.XO.XX..O,O,5,0.7500000000,0.0833333333,0.1666666667
.XO.X.X.O,O,5,0.4166666667,0.4166666667,0.1666666667
.XO.X..XO,O,5,1.0000000000,0.0000000000,0.0000000000
.XO.X...O,X,4,0.5833333333,0.3166666667,0.1000000000
.XO.X....,O,3,0.6833333333,0.1666666667,0.1500000000
.XOOOXXXO,X,8,0.0000000000,0.0000000000,1.0000000000
.XOOOXXX.,O,7,0.5000000000,0.0000000000,0.5000000000
.XOOOXXOX,X,8,0.0000000000,0.0000000000,1.0000000000
.XOOOXX.X,O,7,0.5000000000,0.0000000000,0.5000000000
.XOOOXX..,X,6,0.3333333333,0.0000000000,0.6666666667
.XOO.XXOX,O,7,0.0000000000,0.0000000000,1.0000000000
.XOO.XXO.,X,6,0.0000000000,0.0000000000,1.0000000000
.XOO.XXXO,O,7,0.5000000000,0.0000000000,0.5000000000
.XOO.XX.O,X,6,0.3333333333,0.0000000000,0.6666666667
.XOO.XX..,O,5,0.3333333333,0.0000000000,0.6666666667
.XOOOXOXX,X,8,0.0000000000,1.0000000000,0.0000000000
.XOOOX.XX,O,7,0.5000000000,0.5000000000,0.0000000000
.XOOOX.X.,X,6,0.3333333333,0.3333333333,0.3333333333
.XOO.XOXX,O,7,0.0000000000,1.0000000000,0.0000000000
.XOO.XOX.,X,6,0.5000000000,0.5000000000,0.0000000000
.XOO.X.XO,X,6,0.6666666667,0.0000000000,0.3333333333
.XOO.X.X.,O,5,0.5833333333,0.2500000000,0.1666666667
.XOOOX..X,X,6,0.3333333333,0.3333333333,0.3333333333
.XOO.XO.X,X,6,0.3333333333,0.6666666667,0.0000000000
.XOO.X.OX,X,6,0.3333333333,0.0000000000,0.6666666667
.XOO.X..X,O,5,0.3333333333,0.3333333333,0.3333333333
.XOO.X...,X,4,0.4333333333,0.1666666667,0.4000000000
.XO.OXXOX,O,7,0.0000000000,0.0000000000,1.0000000000
.XO.OXXO.,X,6,0.3333333333,0.0000000000,0.6666666667
.XO.OXXXO,O,7,0.0000000000,0.5000000000,0.5000000000
.XO.OXX.O,X,6,0.3333333333,0.3333333333,0.3333333333
.XO.OXX..,O,5,0.3333333333,0.1666666667,0.5000000000
.XO.OXOX.,X,6,0.0000000000,1.0000000000,0.0000000000
.XO.OX.XO,X,6,0.0000000000,0.6666666667,0.3333333333
.XO.OX.X.,O,5,0.1666666667,0.6666666667,0.1666666667
.XO.OXO.X,X,6,0.0000000000,1.0000000000,0.0000000000
.XO.OX.OX,X,6,0.0000000000,0.3333333333,0.6666666667
.XO.OX..X,O,5,0.1666666667,0.5000000000,0.3333333333
.XO.OX...,X,4,0.2000000000,0.5000000000,0.3000000000
.XO..XOXO,X,6,0.6666666667,0.3333333333,0.0000000000
.XO..XOX.,O,5,0.4166666667,0.5833333333,0.0000000000
.XO..XOOX,X,6,0.6666666667,0.3333333333,0.0000000000
.XO..XO.X,O,5,0.3333333333,0.6666666667,0.0000000000
.XO..XO..,X,4,0.4666666667,0.5333333333,0.0000000000
.XO..XXOO,X,6,0.6666666667,0.0000000000,0.3333333333
.XO..XXO.,O,5,0.3333333333,0.0000000000,0.6666666667
.XO..X.OX,O,5,0.3333333333,0.1666666667,0.5000000000
.XO..X.O.,X,4,0.4333333333,0.1666666667,0.4000000000
.XO..XX.O,O,5,0.5000000000,0.1666666667,0.3333333333
.XO..X.XO,O,5,0.5000000000,0.3333333333,0.1666666667
.XO..X..O,X,4,0.5333333333,0.2666666667,0.2000000000
.XO..X...,O,3,0.4333333333,0.3166666667,0.2500000000
.XOOO.XXX,O,7,1.0000000000,0.0000000000,0.0000000000
.XOOO.XX.,X,6,0.5000000000,0.1666666667,0.3333333333
.XOO.OXXX,O,7,1.0000000000,0.0000000000,0.0000000000
.XOO.OXX.,X,6,0.6666666667,0.3333333333,0.0000000000
.XOO..XXO,X,6,0.5000000000,0.1666666667,0.3333333333
.XOO..XX.,O,5,0.6666666667,0.1666666667,0.1666666667
.XOOO.X.X,X,6,0.5000000000,0.1666666667,0.3333333333
.XOO.OX.X,X,6,0.8333333333,0.1666666667,0.0000000000
.XOO..XOX,X,6,0.3333333333,0.0000000000,0.6666666667
.XOO..X.X,O,5,0.5833333333,0.0833333333,0.3333333333
.XOO..X..,X,4,0.4666666667,0.1333333333,0.4000000000
.XO.OOXXX,O,7,1.0000000000,0.0000000000,0.0000000000
.XO.OOXX.,X,6,0.5000000000,0.5000000000,0.0000000000
.XO.O.XXO,X,6,0.0000000000,0.6666666667,0.3333333333
.XO.O.XX.,O,5,0.4166666667,0.4166666667,0.1666666667
.XO.OOX.X,X,6,0.8333333333,0.1666666667,0.0000000000
.XO.O.XOX,X,6,0.3333333333,0.0000000000,0.6666666667
.XO.O.X.X,O,5,0.5833333333,0.0833333333,0.3333333333
.XO.O.X..,X,4,0.4666666667,0.2333333333,0.3000000000
.XO..OXXO,X,6,0.0000000000,1.0000000000,0.0000000000
.XO..OXX.,O,5,0.5000000000,0.5000000000,0.0000000000
.XO..OXOX,X,6,0.6666666667,0.0000000000,0.3333333333
.XO..OX.X,O,5,0.7500000000,0.0833333333,0.1666666667
.XO..OX..,X,4,0.5000000000,0.4000000000,0.1000000000
.XO...XOX,O,5,0.3333333333,0.0000000000,0.6666666667
.XO...XO.,X,4,0.4333333333,0.0666666667,0.5000000000
.XO...XXO,O,5,0.2500000000,0.5833333333,0.1666666667
.XO...X.O,X,4,0.3666666667,0.4333333333,0.2000000000
.XO...X..,O,3,0.4611111111,0.2388888889,0.3000000000
.XOOO..XX,X,6,0.5000000000,0.5000000000,0.0000000000
.XOO.O.XX,X,6,0.8333333333,0.1666666667,0.0000000000
.XOO..OXX,X,6,0.5000000000,0.5000000000,0.0000000000
.XOO...XX,O,5,0.6666666667,0.3333333333,0.0000000000
.XOO...X.,X,4,0.6666666667,0.2333333333,0.1000000000
.XO.OO.XX,X,6,0.5000000000,0.5000000000,0.0000000000
.XO.O.OXX,X,6,0.0000000000,1.0000000000,0.0000000000
.XO.O..XX,O,5,0.4166666667,0.5833333333,0.0000000000
.XO.O..X.,X,4,0.2333333333,0.6666666667,0.1000000000
.XO..OOXX,X,6,0.6666666667,0.3333333333,0.0000000000
.XO..O.XX,O,5,0.7500000000,0.2500000000,0.0000000000
.XO..O.X.,X,4,0.5833333333,0.4166666667,0.0000000000
.XO...OXX,O,5,0.4166666667,0.5833333333,0.0000000000
.XO...OX.,X,4,0.5333333333,0.4666666667,0.0000000000
.XO....XO,X,4,0.4500000000,0.4500000000,0.1000000000
.XO....X.,O,3,0.5333333333,0.4166666667,0.0500000000
.XOO....X,X,4,0.5666666667,0.2333333333,0.2000000000
.XO.O...X,X,4,0.3333333333,0.4666666667,0.2000000000
.XO..O..X,X,4,0.7333333333,0.1666666667,0.1000000000
.XO...O.X,X,4,0.5333333333,0.4666666667,0.0000000000
.XO....OX,X,4,0.5000000000,0.1000000000,0.4000000000
.XO.....X,O,3,0.5333333333,0.2666666667,0.2000000000
.XO......,X,2,0.5000000000,0.3285714286,0.1714285714
.XXOOXOXO,X,8,1.0000000000,0.0000000000,0.0000000000
.XXOOXOX.,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOOXO.X,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOOXO..,X,6,0.8333333333,0.1666666667,0.0000000000
.XXOOXXOO,X,8,1.0000000000,0.0000000000,0.0000000000
.XXOOXXO.,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOOX.OX,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOOX.O.,X,6,1.0000000000,0.0000000000,0.0000000000
.XXOOXX.O,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOOX.XO,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOOX..O,X,6,0.6666666667,0.3333333333,0.0000000000
.XXOOX...,O,5,0.7500000000,0.2500000000,0.0000000000
.XXOOOX..,X,6,0.0000000000,1.0000000000,0.0000000000
.XXOOOXOX,X,8,0.0000000000,1.0000000000,0.0000000000
.XXOO.XOX,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOO.XO.,X,6,0.8333333333,0.1666666667,0.0000000000
.XXOOOXXO,X,8,0.0000000000,1.0000000000,0.0000000000
.XXOO.XXO,O,7,0.0000000000,1.0000000000,0.0000000000
.XXOO.X.O,X,6,0.5000000000,0.5000000000,0.0000000000
.XXOO.X..,O,5,0.4166666667,0.5833333333,0.0000000000
.XXOOO.X.,X,6,0.0000000000,1.0000000000,0.0000000000
.XXOOOOXX,X,8,0.0000000000,1.0000000000,0.0000000000
.XXOO.OXX,O,7,0.0000000000,1.0000000000,0.0000000000
.XXOO.OX.,X,6,0.5000000000,0.5000000000,0.0000000000
.XXOO..XO,X,6,0.5000000000,0.5000000000,0.0000000000
.XXOO..X.,O,5,0.2500000000,0.7500000000,0.0000000000
.XXOOO..X,X,6,0.0000000000,1.0000000000,0.0000000000
.XXOO.O.X,X,6,0.6666666667,0.3333333333,0.0000000000
.XXOO..OX,X,6,0.8333333333,0.1666666667,0.0000000000
.XXOO...X,O,5,0.5000000000,0.5000000000,0.0000000000
.XXOO....,X,4,0.5833333333,0.4166666667,0.0000000000
.XXOXOOX.,O,7,1.0000000000,0.0000000000,0.0000000000
XXXOXOOOX,O,9,1.0000000000,0.0000000000,0.0000000000
.XXOXOOOX,X,8,1.0000000000,0.0000000000,0.0000000000
.XXOXOO.X,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOXOO..,X,6,0.8333333333,0.1666666667,0.0000000000
.XXOXOXO.,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOXO.OX,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOXO.O.,X,6,1.0000000000,0.0000000000,0.0000000000
.XXOXOX.O,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOXO.XO,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOXO..O,X,6,1.0000000000,0.0000000000,0.0000000000
.XXOXO...,O,5,0.9166666667,0.0833333333,0.0000000000
.XXO.OXOX,O,7,0.5000000000,0.5000000000,0.0000000000
.XXO.OXO.,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO.OXXO,O,7,0.5000000000,0.5000000000,0.0000000000
.XXO.OX.O,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO.OX..,O,5,0.5833333333,0.4166666667,0.0000000000
.XXO.OOXX,O,7,0.0000000000,1.0000000000,0.0000000000
.XXO.OOX.,X,6,0.6666666667,0.3333333333,0.0000000000
.XXO.O.XO,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO.O.X.,O,5,0.5000000000,0.5000000000,0.0000000000
.XXO.OO.X,X,6,0.5000000000,0.5000000000,0.0000000000
.XXO.O.OX,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO.O..X,O,5,0.4166666667,0.5833333333,0.0000000000
.XXO.O...,X,4,0.6833333333,0.3166666667,0.0000000000
.XXOXXOOO,X,8,0.0000000000,1.0000000000,0.0000000000
.XXOXXOO.,O,7,0.0000000000,1.0000000000,0.0000000000
.XXOX.OOX,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOX.OO.,X,6,0.5000000000,0.5000000000,0.0000000000
.XXOXXO.O,O,7,0.0000000000,1.0000000000,0.0000000000
.XXOX.OXO,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOX.O.O,X,6,0.6666666667,0.3333333333,0.0000000000
.XXOX.O..,O,5,0.5000000000,0.5000000000,0.0000000000
.XXO.XOOX,O,7,1.0000000000,0.0000000000,0.0000000000
.XXO.XOO.,X,6,0.6666666667,0.3333333333,0.0000000000
.XXO.XOXO,O,7,0.5000000000,0.5000000000,0.0000000000
.XXO.XO.O,X,6,0.5000000000,0.5000000000,0.0000000000
.XXO.XO..,O,5,0.5000000000,0.5000000000,0.0000000000
.XXO..OXO,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO..OX.,O,5,0.5000000000,0.5000000000,0.0000000000
.XXO..OOX,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO..O.X,O,5,0.5000000000,0.5000000000,0.0000000000
.XXO..O..,X,4,0.6000000000,0.4000000000,0.0000000000
.XXOXX.OO,O,7,0.5000000000,0.5000000000,0.0000000000
.XXOX.XOO,O,7,1.0000000000,0.0000000000,0.0000000000
.XXOX..OO,X,6,0.8333333333,0.1666666667,0.0000000000
.XXOX..O.,O,5,0.7500000000,0.2500000000,0.0000000000
.XXO.XXOO,O,7,1.0000000000,0.0000000000,0.0000000000
.XXO.X.OO,X,6,0.8333333333,0.1666666667,0.0000000000
.XXO.X.O.,O,5,0.8333333333,0.1666666667,0.0000000000
.XXO..XOO,X,6,1.0000000000,0.0000000000,0.0000000000
.XXO..XO.,O,5,0.9166666667,0.0833333333,0.0000000000
.XXO...OX,O,5,0.8333333333,0.1666666667,0.0000000000
.XXO...O.,X,4,0.8666666667,0.1333333333,0.0000000000
.XXOX...O,O,5,0.8333333333,0.1666666667,0.0000000000
.XXO.X..O,O,5,0.5833333333,0.4166666667,0.0000000000
.XXO..X.O,O,5,0.7500000000,0.2500000000,0.0000000000
.XXO...XO,O,5,0.6666666667,0.3333333333,0.0000000000
.XXO....O,X,4,0.7666666667,0.2333333333,0.0000000000
.XXO.....,O,3,0.6611111111,0.3388888889,0.0000000000
.X.OXOXOX,O,7,1.0000000000,0.0000000000,0.0000000000
.X.OXOXO.,X,6,1.0000000000,0.0000000000,0.0000000000
.X.OXOXXO,O,7,1.0000000000,0.0000000000,0.0000000000
.X.OXOX.O,X,6,0.8333333333,0.1666666667,0.0000000000
.X.OXOX..,O,5,0.9166666667,0.0833333333,0.0000000000
.X.OXO.X.,O,5,1.0000000000,0.0000000000,0.0000000000
.X.OXOOXX,O,7,1.0000000000,0.0000000000,0.0000000000
.X.OXOO.X,X,6,0.8333333333,0.1666666667,0.0000000000
.X.OXO.OX,X,6,1.0000000000,0.0000000000,0.0000000000
.X.OXO..X,O,5,0.9166666667,0.0833333333,0.0000000000
.X.OXO...,X,4,0.9333333333,0.0666666667,0.0000000000
.X.OXXOOX,O,7,0.5000000000,0.5000000000,0.0000000000
.X.OXXOO.,X,6,0.3333333333,0.6666666667,0.0000000000
.X.OXXOXO,O,7,1.0000000000,0.0000000000,0.0000000000
.X.OXXO.O,X,6,0.5000000000,0.5000000000,0.0000000000
.X.OXXO..,O,5,0.4166666667,0.5833333333,0.0000000000
.X.OX.OX.,O,5,1.0000000000,0.0000000000,0.0000000000
.X.OX.OOX,X,6,0.6666666667,0.3333333333,0.0000000000
.X.OX.O.X,O,5,0.5833333333,0.4166666667,0.0000000000
.X.OX.O..,X,4,0.6833333333,0.3166666667,0.0000000000
.X.OXXXOO,O,7,0.5000000000,0.0000000000,0.5000000000
.X.OXX.OO,X,6,0.3333333333,0.3333333333,0.3333333333
.X.OXX.O.,O,5,0.3333333333,0.3333333333,0.3333333333
.X.OX.XOO,X,6,0.6666666667,0.0000000000,0.3333333333
.X.OX.XO.,O,5,0.6666666667,0.0000000000,0.3333333333
.X.OX..OX,O,5,0.6666666667,0.1666666667,0.1666666667
.X.OX..O.,X,4,0.6333333333,0.1666666667,0.2000000000
.X.OXX..O,O,5,0.5833333333,0.2500000000,0.1666666667
.X.OX.X.O,O,5,0.7500000000,0.0833333333,0.1666666667
.X.OX..XO,O,5,1.0000000000,0.0000000000,0.0000000000
.X.OX...O,X,4,0.7666666667,0.1333333333,0.1000000000
.X.OX....,O,3,0.7333333333,0.1666666667,0.1000000000
.X.OOXXOX,O,7,0.5000000000,0.0000000000,0.5000000000
.X.OOXXO.,X,6,0.6666666667,0.0000000000,0.3333333333
.X.OOXXXO,O,7,0.0000000000,0.5000000000,0.5000000000
.X.OOXX.O,X,6,0.3333333333,0.3333333333,0.3333333333
.X.OOXX..,O,5,0.5000000000,0.1666666667,0.3333333333
.X.OOXOXX,O,7,0.0000000000,1.0000000000,0.0000000000
.X.OOXOX.,X,6,0.3333333333,0.6666666667,0.0000000000
.X.OOX.XO,X,6,0.3333333333,0.3333333333,0.3333333333
.X.OOX.X.,O,5,0.3333333333,0.5000000000,0.1666666667
.X.OOXO.X,X,6,0.5000000000,0.5000000000,0.0000000000
.X.OOX.OX,X,6,0.6666666667,0.0000000000,0.3333333333
.X.OOX..X,O,5,0.5833333333,0.2500000000,0.1666666667
.X.OOX...,X,4,0.5333333333,0.2666666667,0.2000000000
.X.O.XOXO,X,6,0.8333333333,0.1666666667,0.0000000000
.X.O.XOX.,O,5,0.4166666667,0.5833333333,0.0000000000
.X.O.XOOX,X,6,0.8333333333,0.1666666667,0.0000000000
