state,to_move,layer,P(X wins),P(O wins),P(draws)
X.OXX.O..,O,5,0.7500000000,0.2500000000,0.0000000000
X.OX.XOOX,O,7,0.5000000000,0.5000000000,0.0000000000
X.OX.XOO.,X,6,0.5000000000,0.5000000000,0.0000000000
X.OX.XOXO,O,7,0.5000000000,0.5000000000,0.0000000000
X.OX.XO.O,X,6,0.5000000000,0.5000000000,0.0000000000
X.OX.XO..,O,5,0.4166666667,0.5833333333,0.0000000000
X.OX..OXO,X,6,0.3333333333,0.6666666667,0.0000000000
X.OX..OX.,O,5,0.3333333333,0.6666666667,0.0000000000
X.OX..OOX,X,6,0.6666666667,0.3333333333,0.0000000000
X.OX..O.X,O,5,0.5000000000,0.5000000000,0.0000000000
X.OX..O..,X,4,0.4333333333,0.5666666667,0.0000000000
X.OXXX.OO,O,7,1.0000000000,0.0000000000,0.0000000000
X.OXX.XOO,O,7,1.0000000000,0.0000000000,0.0000000000
X.OXX..OO,X,6,0.6666666667,0.3333333333,0.0000000000
X.OXX..O.,O,5,0.8333333333,0.1666666667,0.0000000000
X.OX.XXOO,O,7,1.0000000000,0.0000000000,0.0000000000
X.OX.X.OO,X,6,0.8333333333,0.1666666667,0.0000000000
X.OX.X.O.,O,5,0.6666666667,0.3333333333,0.0000000000
X.OX..XO.,O,5,1.0000000000,0.0000000000,0.0000000000
X.OX...OX,O,5,0.7500000000,0.2500000000,0.0000000000
X.OX...O.,X,4,0.7666666667,0.2333333333,0.0000000000
X.OXX...O,O,5,0.5000000000,0.5000000000,0.0000000000
X.OX.X..O,O,5,0.7500000000,0.2500000000,0.0000000000
X.OX..X.O,O,5,1.0000000000,0.0000000000,0.0000000000
X.OX...XO,O,5,0.4166666667,0.5833333333,0.0000000000
X.OX....O,X,4,0.5833333333,0.4166666667,0.0000000000
X.OX.....,O,3,0.6333333333,0.3666666667,0.0000000000
X.OOXXOXO,X,8,1.0000000000,0.0000000000,0.0000000000
X.OOXXOX.,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOXXO.X,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOXXO..,X,6,1.0000000000,0.0000000000,0.0000000000
X.OOXXXOO,X,8,0.0000000000,0.0000000000,1.0000000000
X.OOXXXO.,O,7,0.5000000000,0.0000000000,0.5000000000
X.OOXX.OX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOXX.O.,X,6,0.6666666667,0.0000000000,0.3333333333
X.OOXXX.O,O,7,0.0000000000,0.0000000000,1.0000000000
X.OOXX.XO,O,7,0.5000000000,0.0000000000,0.5000000000
X.OOXX..O,X,6,0.3333333333,0.0000000000,0.6666666667
X.OOXX...,O,5,0.6666666667,0.0000000000,0.3333333333
X.OOXOXXO,X,8,0.0000000000,1.0000000000,0.0000000000
X.OOXOXX.,O,7,0.5000000000,0.5000000000,0.0000000000
X.OOXOX.X,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOXOX..,X,6,0.6666666667,0.3333333333,0.0000000000
X.OOX.XOX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOX.XO.,X,6,0.6666666667,0.0000000000,0.3333333333
X.OOX.XXO,O,7,0.0000000000,0.5000000000,0.5000000000
X.OOX.X.O,X,6,0.0000000000,0.3333333333,0.6666666667
X.OOX.X..,O,5,0.5000000000,0.1666666667,0.3333333333
X.OOXO.XX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOXO.X.,X,6,0.8333333333,0.1666666667,0.0000000000
X.OOX.OXX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOX.OX.,X,6,1.0000000000,0.0000000000,0.0000000000
X.OOX..XO,X,6,0.5000000000,0.1666666667,0.3333333333
X.OOX..X.,O,5,0.7500000000,0.0833333333,0.1666666667
X.OOX...X,O,5,1.0000000000,0.0000000000,0.0000000000
X.OOX....,X,4,0.7333333333,0.0666666667,0.2000000000
X.O.XOXOX,O,7,1.0000000000,0.0000000000,0.0000000000
X.O.XOXO.,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.XOX.O,X,6,0.0000000000,1.0000000000,0.0000000000
X.O.XOX..,O,5,0.5833333333,0.4166666667,0.0000000000
X.O.XOOXX,O,7,1.0000000000,0.0000000000,0.0000000000
X.O.XOOX.,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.XO.XO,X,6,0.0000000000,1.0000000000,0.0000000000
X.O.XO.X.,O,5,0.5833333333,0.4166666667,0.0000000000
X.O.XO..X,O,5,1.0000000000,0.0000000000,0.0000000000
X.O.XO...,X,4,0.6666666667,0.3333333333,0.0000000000
X.O.XXOOX,O,7,1.0000000000,0.0000000000,0.0000000000
X.O.XXOO.,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.XXOXO,O,7,1.0000000000,0.0000000000,0.0000000000
X.O.XXO.O,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.XXO..,O,5,0.9166666667,0.0833333333,0.0000000000
X.O.X.OXO,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.X.OX.,O,5,0.9166666667,0.0833333333,0.0000000000
X.O.X.O.X,O,5,1.0000000000,0.0000000000,0.0000000000
X.O.X.O..,X,4,0.8666666667,0.1333333333,0.0000000000
X.O.XXXOO,O,7,0.5000000000,0.0000000000,0.5000000000
X.O.XX.OO,X,6,0.5000000000,0.1666666667,0.3333333333
X.O.XX.O.,O,5,0.7500000000,0.0833333333,0.1666666667
X.O.X.XOO,X,6,0.5000000000,0.1666666667,0.3333333333
X.O.X.XO.,O,5,0.7500000000,0.0833333333,0.1666666667
X.O.X..OX,O,5,1.0000000000,0.0000000000,0.0000000000
X.O.X..O.,X,4,0.7666666667,0.1333333333,0.1000000000
X.O.XX..O,O,5,0.5833333333,0.0833333333,0.3333333333
X.O.X.X.O,O,5,0.2500000000,0.4166666667,0.3333333333
X.O.X..XO,O,5,0.4166666667,0.4166666667,0.1666666667
X.O.X...O,X,4,0.4000000000,0.4000000000,0.2000000000
X.O.X....,O,3,0.7111111111,0.1888888889,0.1000000000
X.OOOXXXO,X,8,0.0000000000,0.0000000000,1.0000000000
X.OOOXXX.,O,7,0.5000000000,0.0000000000,0.5000000000
X.OOOXXOX,X,8,0.0000000000,0.0000000000,1.0000000000
X.OOOXX.X,O,7,0.5000000000,0.0000000000,0.5000000000
X.OOOXX..,X,6,0.3333333333,0.0000000000,0.6666666667
X.OO.XXOX,O,7,0.5000000000,0.0000000000,0.5000000000
X.OO.XXO.,X,6,0.3333333333,0.0000000000,0.6666666667
X.OO.XXXO,O,7,0.0000000000,0.0000000000,1.0000000000
X.OO.XX.O,X,6,0.0000000000,0.0000000000,1.0000000000
X.OO.XX..,O,5,0.3333333333,0.0000000000,0.6666666667
X.OOOXOXX,X,8,0.0000000000,1.0000000000,0.0000000000
X.OOOX.XX,O,7,0.5000000000,0.5000000000,0.0000000000
X.OOOX.X.,X,6,0.3333333333,0.3333333333,0.3333333333
X.OO.XOXX,O,7,0.5000000000,0.5000000000,0.0000000000
X.OO.XOX.,X,6,0.6666666667,0.3333333333,0.0000000000
X.OO.X.XO,X,6,0.3333333333,0.0000000000,0.6666666667
X.OO.X.X.,O,5,0.5000000000,0.1666666667,0.3333333333
X.OOOX..X,X,6,0.3333333333,0.3333333333,0.3333333333
X.OO.XO.X,X,6,0.6666666667,0.3333333333,0.0000000000
X.OO.X.OX,X,6,0.6666666667,0.0000000000,0.3333333333
X.OO.X..X,O,5,0.6666666667,0.1666666667,0.1666666667
X.OO.X...,X,4,0.5000000000,0.1000000000,0.4000000000
X.O.OXXOX,O,7,0.0000000000,0.5000000000,0.5000000000
X.O.OXXO.,X,6,0.5000000000,0.1666666667,0.3333333333
X.O.OXXXO,O,7,0.5000000000,0.0000000000,0.5000000000
X.O.OXX.O,X,6,0.6666666667,0.0000000000,0.3333333333
X.O.OXX..,O,5,0.5833333333,0.0833333333,0.3333333333
X.O.OXOX.,X,6,0.0000000000,1.0000000000,0.0000000000
X.O.OX.XO,X,6,0.3333333333,0.3333333333,0.3333333333
X.O.OX.X.,O,5,0.3333333333,0.5000000000,0.1666666667
X.O.OXO.X,X,6,0.0000000000,1.0000000000,0.0000000000
X.O.OX.OX,X,6,0.0000000000,0.6666666667,0.3333333333
X.O.OX..X,O,5,0.1666666667,0.6666666667,0.1666666667
X.O.OX...,X,4,0.3333333333,0.4666666667,0.2000000000
X.O..XOXO,X,6,0.6666666667,0.3333333333,0.0000000000
X.O..XOX.,O,5,0.5000000000,0.5000000000,0.0000000000
X.O..XOOX,X,6,0.6666666667,0.3333333333,0.0000000000
X.O..XO.X,O,5,0.5000000000,0.5000000000,0.0000000000
X.O..XO..,X,4,0.5333333333,0.4666666667,0.0000000000
X.O..XXOO,X,6,0.6666666667,0.0000000000,0.3333333333
X.O..XXO.,O,5,0.5833333333,0.0833333333,0.3333333333
X.O..X.OX,O,5,0.5000000000,0.3333333333,0.1666666667
X.O..X.O.,X,4,0.5666666667,0.2333333333,0.2000000000
X.O..XX.O,O,5,0.5000000000,0.0000000000,0.5000000000
X.O..X.XO,O,5,0.5000000000,0.1666666667,0.3333333333
X.O..X..O,X,4,0.5333333333,0.1666666667,0.3000000000
X.O..X...,O,3,0.5333333333,0.2666666667,0.2000000000
X.OOO.XXX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OOO.XX.,X,6,0.5000000000,0.1666666667,0.3333333333
X.OO.OXXX,O,7,1.0000000000,0.0000000000,0.0000000000
X.OO.OXX.,X,6,0.5000000000,0.5000000000,0.0000000000
X.OO..XXO,X,6,0.0000000000,0.3333333333,0.6666666667
X.OO..XX.,O,5,0.4166666667,0.2500000000,0.3333333333
X.OOO.X.X,X,6,0.5000000000,0.1666666667,0.3333333333
X.OO.OX.X,X,6,0.8333333333,0.1666666667,0.0000000000
X.OO..XOX,X,6,0.6666666667,0.0000000000,0.3333333333
X.OO..X.X,O,5,0.7500000000,0.0833333333,0.1666666667
X.OO..X..,X,4,0.4333333333,0.1666666667,0.4000000000
X.O.OOXXX,O,7,1.0000000000,0.0000000000,0.0000000000
X.O.OOXX.,X,6,0.6666666667,0.3333333333,0.0000000000
X.O.O.XXO,X,6,0.5000000000,0.1666666667,0.3333333333
X.O.O.XX.,O,5,0.6666666667,0.1666666667,0.1666666667
X.O.OOX.X,X,6,0.8333333333,0.1666666667,0.0000000000
X.O.O.XOX,X,6,0.5000000000,0.1666666667,0.3333333333
X.O.O.X.X,O,5,0.6666666667,0.1666666667,0.1666666667
X.O.O.X..,X,4,0.6666666667,0.1333333333,0.2000000000
X.O..OXXO,X,6,0.0000000000,1.0000000000,0.0000000000
X.O..OXX.,O,5,0.5000000000,0.5000000000,0.0000000000
X.O..OXOX,X,6,1.0000000000,0.0000000000,0.0000000000
X.O..OX.X,O,5,0.9166666667,0.0833333333,0.0000000000
X.O..OX..,X,4,0.6833333333,0.3166666667,0.0000000000
X.O...XOX,O,5,0.7500000000,0.0833333333,0.1666666667
X.O...XO.,X,4,0.7333333333,0.0666666667,0.2000000000
X.O...XXO,O,5,0.2500000000,0.4166666667,0.3333333333
X.O...X.O,X,4,0.4500000000,0.2500000000,0.3000000000
X.O...X..,O,3,0.6333333333,0.1666666667,0.2000000000
X.OOO..XX,X,6,0.5000000000,0.5000000000,0.0000000000
X.OO.O.XX,X,6,0.8333333333,0.1666666667,0.0000000000
X.OO..OXX,X,6,0.6666666667,0.3333333333,0.0000000000
X.OO...XX,O,5,0.7500000000,0.2500000000,0.0000000000
X.OO...X.,X,4,0.5666666667,0.2333333333,0.2000000000
X.O.OO.XX,X,6,0.5000000000,0.5000000000,0.0000000000
X.O.O.OXX,X,6,0.0000000000,1.0000000000,0.0000000000
X.O.O..XX,O,5,0.4166666667,0.5833333333,0.0000000000
X.O.O..X.,X,4,0.3666666667,0.5333333333,0.1000000000
X.O..OOXX,X,6,0.6666666667,0.3333333333,0.0000000000
X.O..O.XX,O,5,0.7500000000,0.2500000000,0.0000000000
X.O..O.X.,X,4,0.5000000000,0.5000000000,0.0000000000
X.O...OXX,O,5,0.5000000000,0.5000000000,0.0000000000
X.O...OX.,X,4,0.5333333333,0.4666666667,0.0000000000
X.O....XO,X,4,0.3666666667,0.4333333333,0.2000000000
X.O....X.,O,3,0.5111111111,0.3888888889,0.1000000000
X.OO....X,X,4,0.7333333333,0.1666666667,0.1000000000
X.O.O...X,X,4,0.3666666667,0.5333333333,0.1000000000
X.O..O..X,X,4,0.8333333333,0.1666666667,0.0000000000
X.O...O.X,X,4,0.6000000000,0.4000000000,0.0000000000
X.O....OX,X,4,0.7333333333,0.1666666667,0.1000000000
X.O.....X,O,3,0.6833333333,0.2666666667,0.0500000000
X.O......,X,2,0.5857142857,0.3000000000,0.1142857143
XXXOO....,O,5,1.0000000000,0.0000000000,0.0000000000
XXXOOXO..,O,7,1.0000000000,0.0000000000,0.0000000000
XXXOOXOXO,O,9,1.0000000000,0.0000000000,0.0000000000
XX.OOXOXO,X,8,1.0000000000,0.0000000000,0.0000000000
XX.OOXOX.,O,7,0.5000000000,0.5000000000,0.0000000000
XXXOOXOOX,O,9,1.0000000000,0.0000000000,0.0000000000
XX.OOXOOX,X,8,1.0000000000,0.0000000000,0.0000000000
XX.OOXO.X,O,7,0.5000000000,0.5000000000,0.0000000000
XX.OOXO..,X,6,0.6666666667,0.3333333333,0.0000000000
XXXOOX.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XXXOOXXOO,O,9,1.0000000000,0.0000000000,0.0000000000
XX.OOXXOO,X,8,1.0000000000,0.0000000000,0.0000000000
XX.OOXXO.,O,7,0.5000000000,0.0000000000,0.5000000000
XX.OOX.OX,O,7,0.5000000000,0.0000000000,0.5000000000
XX.OOX.O.,X,6,0.6666666667,0.0000000000,0.3333333333
XXXOOX..O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OOXX.O,O,7,0.5000000000,0.0000000000,0.5000000000
XX.OOX.XO,O,7,0.5000000000,0.0000000000,0.5000000000
XX.OOX..O,X,6,0.6666666667,0.0000000000,0.3333333333
XX.OOX...,O,5,0.5000000000,0.1666666667,0.3333333333
XX.OOOX..,X,6,0.0000000000,1.0000000000,0.0000000000
XXXOO.XO.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OOOXOX,X,8,0.0000000000,1.0000000000,0.0000000000
XX.OO.XOX,O,7,0.0000000000,0.5000000000,0.5000000000
XX.OO.XO.,X,6,0.5000000000,0.1666666667,0.3333333333
XXXOO.X.O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OOOXXO,X,8,0.0000000000,1.0000000000,0.0000000000
XX.OO.XXO,O,7,0.0000000000,0.5000000000,0.5000000000
XX.OO.X.O,X,6,0.5000000000,0.1666666667,0.3333333333
XX.OO.X..,O,5,0.2500000000,0.4166666667,0.3333333333
XX.OOO.X.,X,6,0.0000000000,1.0000000000,0.0000000000
XXXOO.OX.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OOOOXX,X,8,0.0000000000,1.0000000000,0.0000000000
XX.OO.OXX,O,7,0.0000000000,1.0000000000,0.0000000000
XX.OO.OX.,X,6,0.5000000000,0.5000000000,0.0000000000
XXXOO..XO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OO..XO,X,6,0.5000000000,0.1666666667,0.3333333333
XX.OO..X.,O,5,0.2500000000,0.5833333333,0.1666666667
XX.OOO..X,X,6,0.0000000000,1.0000000000,0.0000000000
XXXOO.O.X,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OO.O.X,X,6,0.5000000000,0.5000000000,0.0000000000
XXXOO..OX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OO..OX,X,6,0.5000000000,0.1666666667,0.3333333333
XX.OO...X,O,5,0.2500000000,0.5833333333,0.1666666667
XX.OO....,X,4,0.4500000000,0.3500000000,0.2000000000
XXXO.O...,O,5,1.0000000000,0.0000000000,0.0000000000
XXXOXOO..,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXOOX.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXOO.X,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXOO..,X,6,1.0000000000,0.0000000000,0.0000000000
XXXOXO.O.,O,7,1.0000000000,0.0000000000,0.0000000000
XXXOXOXOO,O,9,1.0000000000,0.0000000000,0.0000000000
XX.OXOXOO,X,8,1.0000000000,0.0000000000,0.0000000000
XX.OXOXO.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXO.OX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXO.O.,X,6,1.0000000000,0.0000000000,0.0000000000
XXXOXO..O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXOX.O,O,7,0.5000000000,0.5000000000,0.0000000000
XX.OXO.XO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXO..O,X,6,0.8333333333,0.1666666667,0.0000000000
XX.OXO...,O,5,0.9166666667,0.0833333333,0.0000000000
XXXO.OXO.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.OXOX,O,7,0.5000000000,0.5000000000,0.0000000000
XX.O.OXO.,X,6,0.8333333333,0.1666666667,0.0000000000
XXXO.OX.O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.OXXO,O,7,0.0000000000,1.0000000000,0.0000000000
XX.O.OX.O,X,6,0.5000000000,0.5000000000,0.0000000000
XX.O.OX..,O,5,0.4166666667,0.5833333333,0.0000000000
XXXO.OOX.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.OOXX,O,7,0.5000000000,0.5000000000,0.0000000000
XX.O.OOX.,X,6,0.8333333333,0.1666666667,0.0000000000
XXXO.O.XO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.O.XO,X,6,0.6666666667,0.3333333333,0.0000000000
XX.O.O.X.,O,5,0.5000000000,0.5000000000,0.0000000000
XXXO.OO.X,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.OO.X,X,6,0.8333333333,0.1666666667,0.0000000000
XXXO.O.OX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.O.OX,X,6,0.8333333333,0.1666666667,0.0000000000
XX.O.O..X,O,5,0.5833333333,0.4166666667,0.0000000000
XX.O.O...,X,4,0.6833333333,0.3166666667,0.0000000000
XXXO..O..,O,5,1.0000000000,0.0000000000,0.0000000000
XXXOX.OO.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXXOOO,X,8,0.0000000000,1.0000000000,0.0000000000
XX.OXXOO.,O,7,0.5000000000,0.5000000000,0.0000000000
XX.OX.OOX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OX.OO.,X,6,0.8333333333,0.1666666667,0.0000000000
XXXOX.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXXO.O,O,7,0.5000000000,0.5000000000,0.0000000000
XX.OX.OXO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OX.O.O,X,6,0.8333333333,0.1666666667,0.0000000000
XX.OX.O..,O,5,0.9166666667,0.0833333333,0.0000000000
XXXO.XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.XOOX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.XOO.,X,6,0.8333333333,0.1666666667,0.0000000000
XXXO.XO.O,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.XOXO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.XO.O,X,6,0.8333333333,0.1666666667,0.0000000000
XX.O.XO..,O,5,0.7500000000,0.2500000000,0.0000000000
XXXO..OXO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O..OXO,X,6,1.0000000000,0.0000000000,0.0000000000
XX.O..OX.,O,5,0.7500000000,0.2500000000,0.0000000000
XXXO..OOX,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O..OOX,X,6,1.0000000000,0.0000000000,0.0000000000
XX.O..O.X,O,5,0.7500000000,0.2500000000,0.0000000000
XX.O..O..,X,4,0.8333333333,0.1666666667,0.0000000000
XXXO...O.,O,5,1.0000000000,0.0000000000,0.0000000000
XXXOX..OO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.OXX.OO,O,7,0.0000000000,0.5000000000,0.5000000000
XX.OX.XOO,O,7,0.5000000000,0.0000000000,0.5000000000
XX.OX..OO,X,6,0.5000000000,0.1666666667,0.3333333333
XX.OX..O.,O,5,0.7500000000,0.0833333333,0.1666666667
XXXO.X.OO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O.XXOO,O,7,0.5000000000,0.0000000000,0.5000000000
XX.O.X.OO,X,6,0.5000000000,0.1666666667,0.3333333333
XX.O.X.O.,O,5,0.5833333333,0.0833333333,0.3333333333
XXXO..XOO,O,7,1.0000000000,0.0000000000,0.0000000000
XX.O..XOO,X,6,0.6666666667,0.0000000000,0.3333333333
XX.O..XO.,O,5,0.5833333333,0.0833333333,0.3333333333
XX.O...OX,O,5,0.7500000000,0.0833333333,0.1666666667
XX.O...O.,X,4,0.7333333333,0.0666666667,0.2000000000
XXXO....O,O,5,1.0000000000,0.0000000000,0.0000000000
XX.OX...O,O,5,0.6666666667,0.1666666667,0.1666666667
XX.O.X..O,O,5,0.5833333333,0.0833333333,0.3333333333
XX.O..X.O,O,5,0.4166666667,0.2500000000,0.3333333333
XX.O...XO,O,5,0.6666666667,0.1666666667,0.1666666667
XX.O....O,X,4,0.6666666667,0.1333333333,0.2000000000
XX.O.....,O,3,0.6333333333,0.2166666667,0.1500000000
X.XOOXOXO,X,8,1.0000000000,0.0000000000,0.0000000000
X.XOOXOX.,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOOXO.X,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOOXO..,X,6,1.0000000000,0.0000000000,0.0000000000
X.XOOXXOO,X,8,1.0000000000,0.0000000000,0.0000000000
X.XOOXXO.,O,7,0.5000000000,0.5000000000,0.0000000000
X.XOOX.OX,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOOX.O.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XOOXX.O,O,7,0.5000000000,0.0000000000,0.5000000000
X.XOOX.XO,O,7,0.5000000000,0.0000000000,0.5000000000
X.XOOX..O,X,6,0.6666666667,0.0000000000,0.3333333333
X.XOOX...,O,5,0.7500000000,0.0833333333,0.1666666667
X.XOOOX..,X,6,0.0000000000,1.0000000000,0.0000000000
X.XOOOXOX,X,8,0.0000000000,1.0000000000,0.0000000000
X.XOO.XOX,O,7,0.0000000000,1.0000000000,0.0000000000
X.XOO.XO.,X,6,0.5000000000,0.5000000000,0.0000000000
X.XOOOXXO,X,8,0.0000000000,1.0000000000,0.0000000000
X.XOO.XXO,O,7,0.0000000000,0.5000000000,0.5000000000
X.XOO.X.O,X,6,0.5000000000,0.1666666667,0.3333333333
X.XOO.X..,O,5,0.2500000000,0.5833333333,0.1666666667
X.XOOO.X.,X,6,0.0000000000,1.0000000000,0.0000000000
X.XOOOOXX,X,8,0.0000000000,1.0000000000,0.0000000000
X.XOO.OXX,O,7,0.5000000000,0.5000000000,0.0000000000
X.XOO.OX.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XOO..XO,X,6,0.5000000000,0.1666666667,0.3333333333
X.XOO..X.,O,5,0.4166666667,0.4166666667,0.1666666667
X.XOOO..X,X,6,0.0000000000,1.0000000000,0.0000000000
X.XOO.O.X,X,6,0.8333333333,0.1666666667,0.0000000000
X.XOO..OX,X,6,0.6666666667,0.3333333333,0.0000000000
X.XOO...X,O,5,0.5000000000,0.5000000000,0.0000000000
X.XOO....,X,4,0.5833333333,0.3166666667,0.1000000000
XXXOXOOXO,O,9,1.0000000000,0.0000000000,0.0000000000
X.XOXOOXO,X,8,1.0000000000,0.0000000000,0.0000000000
X.XOXOOX.,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXOO.X,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXOO..,X,6,1.0000000000,0.0000000000,0.0000000000
X.XOXOXO.,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXO.OX,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXO.O.,X,6,1.0000000000,0.0000000000,0.0000000000
X.XOXOX.O,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXO.XO,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOXO..O,X,6,1.0000000000,0.0000000000,0.0000000000
X.XOXO...,O,5,1.0000000000,0.0000000000,0.0000000000
X.XO.OXOX,O,7,0.5000000000,0.5000000000,0.0000000000
X.XO.OXO.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.OXXO,O,7,0.5000000000,0.5000000000,0.0000000000
X.XO.OX.O,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.OX..,O,5,0.5833333333,0.4166666667,0.0000000000
X.XO.OOXX,O,7,0.5000000000,0.5000000000,0.0000000000
X.XO.OOX.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.O.XO,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.O.X.,O,5,0.5833333333,0.4166666667,0.0000000000
X.XO.OO.X,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.O.OX,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.O..X,O,5,0.5833333333,0.4166666667,0.0000000000
X.XO.O...,X,4,0.7500000000,0.2500000000,0.0000000000
X.XOXXOOO,X,8,0.0000000000,1.0000000000,0.0000000000
X.XOXXOO.,O,7,0.5000000000,0.5000000000,0.0000000000
X.XOX.OOX,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOX.OO.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XOXXO.O,O,7,0.0000000000,0.5000000000,0.5000000000
X.XOX.OXO,O,7,0.5000000000,0.0000000000,0.5000000000
X.XOX.O.O,X,6,0.5000000000,0.1666666667,0.3333333333
X.XOX.O..,O,5,0.7500000000,0.0833333333,0.1666666667
X.XO.XOOX,O,7,1.0000000000,0.0000000000,0.0000000000
X.XO.XOO.,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.XOXO,O,7,0.5000000000,0.0000000000,0.5000000000
X.XO.XO.O,X,6,0.5000000000,0.1666666667,0.3333333333
X.XO.XO..,O,5,0.7500000000,0.0833333333,0.1666666667
X.XO..OXO,X,6,0.6666666667,0.0000000000,0.3333333333
X.XO..OX.,O,5,0.7500000000,0.0833333333,0.1666666667
X.XO..OOX,X,6,1.0000000000,0.0000000000,0.0000000000
X.XO..O.X,O,5,0.9166666667,0.0833333333,0.0000000000
X.XO..O..,X,4,0.8333333333,0.0666666667,0.1000000000
X.XOXX.OO,O,7,0.5000000000,0.5000000000,0.0000000000
X.XOX.XOO,O,7,1.0000000000,0.0000000000,0.0000000000
X.XOX..OO,X,6,0.8333333333,0.1666666667,0.0000000000
X.XOX..O.,O,5,0.9166666667,0.0833333333,0.0000000000
X.XO.XXOO,O,7,1.0000000000,0.0000000000,0.0000000000
X.XO.X.OO,X,6,0.8333333333,0.1666666667,0.0000000000
X.XO.X.O.,O,5,0.8333333333,0.1666666667,0.0000000000
X.XO..XOO,X,6,1.0000000000,0.0000000000,0.0000000000
X.XO..XO.,O,5,0.7500000000,0.2500000000,0.0000000000
X.XO...OX,O,5,0.8333333333,0.1666666667,0.0000000000
X.XO...O.,X,4,0.8666666667,0.1333333333,0.0000000000
X.XOX...O,O,5,0.7500000000,0.0833333333,0.1666666667
X.XO.X..O,O,5,0.5833333333,0.0833333333,0.3333333333
X.XO..X.O,O,5,0.7500000000,0.0833333333,0.1666666667
X.XO...XO,O,5,0.5833333333,0.0833333333,0.3333333333
X.XO....O,X,4,0.7333333333,0.0666666667,0.2000000000
X.XO.....,O,3,0.7333333333,0.1666666667,0.1000000000
X..OXOXOX,O,7,1.0000000000,0.0000000000,0.0000000000
X..OXOXO.,X,6,1.0000000000,0.0000000000,0.0000000000
X..OXOXXO,O,7,0.5000000000,0.5000000000,0.0000000000
