n,k,move_index,row,col,minimax_value,rand_X_win_prob,rand_O_win_prob,rand_tie_prob
3,3,0,0,0,0,0.5283427087840762,0.28472522717438337,0.18693206404154045
3,3,1,0,1,0,0.48094079480940793,0.34387672343876724,0.17518248175182483
3,3,2,0,2,0,0.5283427087840762,0.28472522717438337,0.18693206404154045
3,3,3,1,0,0,0.48094079480940793,0.34387672343876724,0.17518248175182483
3,3,4,1,1,0,0.6048237476808905,0.21706864564007422,0.17810760667903525
3,3,5,1,2,0,0.48094079480940793,0.34387672343876724,0.17518248175182483
3,3,6,2,0,0,0.5283427087840762,0.28472522717438337,0.18693206404154045
3,3,7,2,1,0,0.48094079480940793,0.34387672343876724,0.17518248175182483
3,3,8,2,2,0,0.5283427087840762,0.28472522717438337,0.18693206404154045
