idx,cluster,ply,to_move,image
497,2,6,X,layout_moves_06ply_00098_00265_X.png
498,3,7,O,layout_moves_07ply_00027_00100_O.png
499,4,7,O,layout_moves_07ply_00027_00164_O.png
500,9,7,O,layout_moves_07ply_00027_00324_O.png
501,5,7,O,layout_moves_07ply_00027_00352_O.png
502,7,7,O,layout_moves_07ply_00027_00416_O.png
503,5,7,O,layout_moves_07ply_00029_00098_O.png
504,4,7,O,layout_moves_07ply_00029_00162_O.png
505,3,7,O,layout_moves_07ply_00029_00194_O.png
506,7,7,O,layout_moves_07ply_00029_00224_O.png
507,3,7,O,layout_moves_07ply_00029_00290_O.png
508,9,7,O,layout_moves_07ply_00029_00322_O.png
509,5,7,O,layout_moves_07ply_00029_00352_O.png
510,3,7,O,layout_moves_07ply_00029_00386_O.png
511,3,7,O,layout_moves_07ply_00029_00416_O.png
512,7,7,O,layout_moves_07ply_00030_00097_O.png
513,3,7,O,layout_moves_07ply_00030_00161_O.png
514,5,7,O,layout_moves_07ply_00030_00193_O.png
515,7,7,O,layout_moves_07ply_00030_00224_O.png
516,3,7,O,layout_moves_07ply_00030_00289_O.png
517,9,7,O,layout_moves_07ply_00030_00321_O.png
518,5,7,O,layout_moves_07ply_00030_00352_O.png
519,3,7,O,layout_moves_07ply_00030_00385_O.png
520,4,7,O,layout_moves_07ply_00030_00416_O.png
521,4,7,O,layout_moves_07ply_00043_00148_O.png
522,2,7,O,layout_moves_07ply_00043_00196_O.png
523,4,7,O,layout_moves_07ply_00043_00208_O.png
524,5,7,O,layout_moves_07ply_00043_00276_O.png
525,6,7,O,layout_moves_07ply_00043_00324_O.png
526,5,7,O,layout_moves_07ply_00043_00336_O.png
527,5,7,O,layout_moves_07ply_00043_00388_O.png
528,7,7,O,layout_moves_07ply_00043_00400_O.png
529,9,7,O,layout_moves_07ply_00045_00082_O.png
530,2,7,O,layout_moves_07ply_00045_00194_O.png
531,3,7,O,layout_moves_07ply_00045_00208_O.png
532,6,7,O,layout_moves_07ply_00045_00322_O.png
533,5,7,O,layout_moves_07ply_00045_00336_O.png
534,7,7,O,layout_moves_07ply_00078_00049_O.png
535,7,7,O,layout_moves_07ply_00078_00161_O.png
536,7,7,O,layout_moves_07ply_00078_00176_O.png
537,2,7,O,layout_moves_07ply_00078_00289_O.png
538,5,7,O,layout_moves_07ply_00078_00304_O.png
539,5,7,O,layout_moves_07ply_00078_00416_O.png
540,3,7,O,layout_moves_07ply_00099_00028_O.png
541,5,7,O,layout_moves_07ply_00099_00140_O.png
542,7,7,O,layout_moves_07ply_00099_00148_O.png
543,4,7,O,layout_moves_07ply_00099_00152_O.png
544,2,7,O,layout_moves_07ply_00099_00268_O.png
545,9,7,O,layout_moves_07ply_00099_00276_O.png
546,5,7,O,layout_moves_07ply_00099_00280_O.png
547,2,7,O,layout_moves_07ply_00099_00388_O.png
548,2,7,O,layout_moves_07ply_00099_00392_O.png
549,3,7,O,layout_moves_07ply_00099_00400_O.png
550,9,7,O,layout_moves_07ply_00101_00026_O.png
551,2,7,O,layout_moves_07ply_00101_00138_O.png
552,5,7,O,layout_moves_07ply_00101_00152_O.png
553,6,7,O,layout_moves_07ply_00101_00266_O.png
554,9,7,O,layout_moves_07ply_00101_00274_O.png
555,3,7,O,layout_moves_07ply_00101_00280_O.png
556,2,7,O,layout_moves_07ply_00101_00386_O.png
557,2,7,O,layout_moves_07ply_00101_00392_O.png
558,9,7,O,layout_moves_07ply_00101_00400_O.png
559,5,7,O,layout_moves_07ply_00102_00025_O.png
560,5,7,O,layout_moves_07ply_00102_00137_O.png
561,7,7,O,layout_moves_07ply_00102_00145_O.png
562,7,7,O,layout_moves_07ply_00102_00152_O.png
563,2,7,O,layout_moves_07ply_00102_00265_O.png
564,5,7,O,layout_moves_07ply_00106_00021_O.png
565,7,7,O,layout_moves_07ply_00106_00133_O.png
566,7,7,O,layout_moves_07ply_00106_00145_O.png
567,7,7,O,layout_moves_07ply_00106_00148_O.png
568,2,7,O,layout_moves_07ply_00106_00261_O.png
569,5,7,O,layout_moves_07ply_00106_00276_O.png
570,2,7,O,layout_moves_07ply_00106_00385_O.png
571,5,7,O,layout_moves_07ply_00106_00388_O.png
572,4,7,O,layout_moves_07ply_00106_00400_O.png
573,8,7,O,layout_moves_07ply_00108_00019_O.png
574,2,7,O,layout_moves_07ply_00108_00131_O.png
575,8,7,O,layout_moves_07ply_00108_00145_O.png
576,6,7,O,layout_moves_07ply_00108_00259_O.png
577,3,7,O,layout_moves_07ply_00113_00014_O.png
578,3,7,O,layout_moves_07ply_00113_00134_O.png
579,4,7,O,layout_moves_07ply_00113_00138_O.png
580,5,7,O,layout_moves_07ply_00113_00140_O.png
581,9,7,O,layout_moves_07ply_00113_00262_O.png
582,3,7,O,layout_moves_07ply_00113_00268_O.png
583,5,7,O,layout_moves_07ply_00114_00013_O.png
584,7,7,O,layout_moves_07ply_00114_00133_O.png
585,4,7,O,layout_moves_07ply_00114_00137_O.png
586,7,7,O,layout_moves_07ply_00114_00140_O.png
587,3,7,O,layout_moves_07ply_00114_00261_O.png
588,3,7,O,layout_moves_07ply_00114_00265_O.png
589,4,7,O,layout_moves_07ply_00170_00021_O.png
590,2,7,O,layout_moves_07ply_00170_00069_O.png
591,9,7,O,layout_moves_07ply_00325_00026_O.png
592,6,7,O,layout_moves_07ply_00325_00042_O.png
593,3,8,X,layout_moves_08ply_00027_00228_X.png
594,5,8,X,layout_moves_08ply_00029_00226_X.png
595,9,8,X,layout_moves_08ply_00029_00354_X.png
596,3,8,X,layout_moves_08ply_00029_00418_X.png
597,7,8,X,layout_moves_08ply_00030_00225_X.png
598,5,8,X,layout_moves_08ply_00030_00353_X.png
599,3,8,X,layout_moves_08ply_00030_00417_X.png
600,5,8,X,layout_moves_08ply_00043_00404_X.png
601,9,8,X,layout_moves_08ply_00045_00338_X.png
602,7,8,X,layout_moves_08ply_00078_00177_X.png
603,2,8,X,layout_moves_08ply_00078_00417_X.png
604,5,8,X,layout_moves_08ply_00078_00432_X.png
605,5,8,X,layout_moves_08ply_00099_00156_X.png
606,5,8,X,layout_moves_08ply_00099_00284_X.png
607,2,8,X,layout_moves_08ply_00099_00396_X.png
608,3,8,X,layout_moves_08ply_00099_00404_X.png
609,3,8,X,layout_moves_08ply_00099_00408_X.png
610,9,8,X,layout_moves_08ply_00101_00282_X.png
611,2,8,X,layout_moves_08ply_00101_00394_X.png
612,5,8,X,layout_moves_08ply_00101_00408_X.png
613,5,8,X,layout_moves_08ply_00102_00153_X.png
614,2,8,X,layout_moves_08ply_00102_00393_X.png
615,7,8,X,layout_moves_08ply_00106_00149_X.png
616,2,8,X,layout_moves_08ply_00106_00389_X.png
617,5,8,X,layout_moves_08ply_00106_00404_X.png
618,2,8,X,layout_moves_08ply_00108_00387_X.png
619,3,8,X,layout_moves_08ply_00113_00142_X.png
620,5,8,X,layout_moves_08ply_00113_00270_X.png
621,3,8,X,layout_moves_08ply_00113_00390_X.png
622,5,8,X,layout_moves_08ply_00114_00141_X.png
623,3,8,X,layout_moves_08ply_00114_00269_X.png
624,3,8,X,layout_moves_08ply_00114_00393_X.png
625,2,8,X,layout_moves_08ply_00170_00325_X.png
626,2,8,X,layout_moves_08ply_00325_00170_X.png
